storm_id,storm_name,date,time,record_identifier,storm_type,latitude,longitude,max_sustained_wind_knots,min_central_pressure_mb,latitude_float,longitude_float
AL031898,UNNAMED,18980906,0000,,EX,52.0N,25.3W,45,-999,52.0,-25.3
AL041898,UNNAMED,18980905,1200,,TS,11.2N,26.9W,35,-999,11.2,-26.9
AL041898,UNNAMED,18980905,1800,,TS,11.4N,29.0W,35,-999,11.4,-29.0
AL041898,UNNAMED,18980906,0000,,TS,11.5N,31.0W,40,-999,11.5,-31.0
AL041898,UNNAMED,18980906,0600,,TS,11.6N,32.8W,45,-999,11.6,-32.8
AL041898,UNNAMED,18980906,1200,,TS,11.7N,34.4W,55,-999,11.7,-34.4
AL041898,UNNAMED,18980906,1800,,HU,11.7N,35.8W,65,-999,11.7,-35.8
AL041898,UNNAMED,18980907,0000,,HU,11.7N,37.2W,70,-999,11.7,-37.2
AL041898,UNNAMED,18980907,0600,,HU,11.8N,38.5W,75,-999,11.8,-38.5
AL041898,UNNAMED,18980907,1200,,HU,11.9N,39.9W,80,-999,11.9,-39.9
AL041898,UNNAMED,18980907,1800,,HU,11.9N,41.4W,80,-999,11.9,-41.4
AL041898,UNNAMED,18980908,0000,,HU,12.0N,43.0W,85,-999,12.0,-43.0
AL041898,UNNAMED,18980908,0600,,HU,12.0N,44.6W,85,-999,12.0,-44.6
AL041898,UNNAMED,18980908,1200,,HU,12.0N,46.2W,85,-999,12.0,-46.2
AL041898,UNNAMED,18980908,1800,,HU,12.0N,47.7W,85,-999,12.0,-47.7
AL041898,UNNAMED,18980909,0000,,HU,12.0N,49.1W,85,-999,12.0,-49.1
AL041898,UNNAMED,18980909,0600,,HU,12.0N,50.3W,85,-999,12.0,-50.3
AL041898,UNNAMED,18980909,1200,,HU,12.0N,51.5W,85,-999,12.0,-51.5
AL041898,UNNAMED,18980909,1800,,HU,12.0N,52.6W,85,-999,12.0,-52.6
AL041898,UNNAMED,18980910,0000,,HU,12.1N,54.1W,85,-999,12.1,-54.1
AL041898,UNNAMED,18980910,0600,,HU,12.2N,55.6W,85,-999,12.2,-55.6
AL041898,UNNAMED,18980910,1200,,HU,12.3N,57.0W,85,-999,12.3,-57.0
AL041898,UNNAMED,18980910,1800,,HU,12.3N,58.0W,90,-999,12.3,-58.0
AL041898,UNNAMED,18980911,0000,,HU,12.5N,58.9W,95,-999,12.5,-58.9
AL041898,UNNAMED,18980911,0600,,HU,12.7N,59.8W,95,-999,12.7,-59.8
AL041898,UNNAMED,18980911,1200,,HU,13.0N,60.7W,95,-999,13.0,-60.7
AL041898,UNNAMED,18980911,1800,,HU,13.6N,61.5W,95,965,13.6,-61.5
AL041898,UNNAMED,18980912,0000,,HU,14.5N,62.2W,95,-999,14.5,-62.2
AL041898,UNNAMED,18980912,0600,,HU,15.7N,62.8W,95,-999,15.7,-62.8
AL041898,UNNAMED,18980912,1200,,HU,17.0N,63.3W,95,-999,17.0,-63.3
AL041898,UNNAMED,18980912,1800,,HU,18.3N,63.5W,95,-999,18.3,-63.5
AL041898,UNNAMED,18980913,0000,,HU,19.7N,63.6W,95,-999,19.7,-63.6
AL041898,UNNAMED,18980913,0600,,HU,20.4N,63.7W,95,-999,20.4,-63.7
AL041898,UNNAMED,18980913,1200,,HU,21.0N,63.9W,95,-999,21.0,-63.9
AL041898,UNNAMED,18980913,1800,,HU,21.7N,64.0W,95,-999,21.7,-64.0
AL041898,UNNAMED,18980914,0000,,HU,22.3N,64.2W,90,-999,22.3,-64.2
AL041898,UNNAMED,18980914,0600,,HU,22.9N,64.4W,85,-999,22.9,-64.4
AL041898,UNNAMED,18980914,1200,,HU,23.6N,64.8W,85,-999,23.6,-64.8
AL041898,UNNAMED,18980914,1800,,HU,23.9N,64.9W,85,-999,23.9,-64.9
AL041898,UNNAMED,18980915,0000,,HU,24.3N,65.2W,85,-999,24.3,-65.2
AL041898,UNNAMED,18980915,0600,,HU,24.7N,65.5W,85,-999,24.7,-65.5
AL041898,UNNAMED,18980915,1200,,HU,25.0N,65.8W,85,-999,25.0,-65.8
AL041898,UNNAMED,18980915,1800,,HU,25.4N,66.2W,85,-999,25.4,-66.2
AL041898,UNNAMED,18980916,0000,,HU,25.8N,66.6W,85,-999,25.8,-66.6
AL041898,UNNAMED,18980916,0600,,HU,26.2N,67.1W,85,-999,26.2,-67.1
AL041898,UNNAMED,18980916,1200,,HU,26.6N,67.5W,85,-999,26.6,-67.5
AL041898,UNNAMED,18980916,1800,,HU,27.2N,67.9W,85,-999,27.2,-67.9
AL041898,UNNAMED,18980917,0000,,HU,28.1N,68.5W,85,-999,28.1,-68.5
AL041898,UNNAMED,18980917,0600,,HU,29.0N,69.0W,85,-999,29.0,-69.0
AL041898,UNNAMED,18980917,1200,,HU,30.0N,69.3W,85,-999,30.0,-69.3
AL041898,UNNAMED,18980917,1800,,HU,30.9N,69.1W,85,-999,30.9,-69.1
AL041898,UNNAMED,18980918,0000,,HU,31.9N,68.7W,85,-999,31.9,-68.7
AL041898,UNNAMED,18980918,0600,,HU,33.0N,68.0W,85,-999,33.0,-68.0
AL041898,UNNAMED,18980918,1200,,HU,34.0N,67.2W,85,-999,34.0,-67.2
AL041898,UNNAMED,18980918,1800,,HU,35.2N,65.9W,85,-999,35.2,-65.9
AL041898,UNNAMED,18980919,0000,,HU,36.6N,64.7W,85,-999,36.6,-64.7
AL041898,UNNAMED,18980919,0600,,HU,38.2N,63.4W,80,-999,38.2,-63.4
AL041898,UNNAMED,18980919,1200,,HU,40.0N,62.0W,75,-999,40.0,-62.0
AL041898,UNNAMED,18980919,1800,,HU,42.2N,60.3W,65,-999,42.2,-60.3
AL041898,UNNAMED,18980920,0000,,EX,45.1N,58.3W,55,-999,45.1,-58.3
AL041898,UNNAMED,18980920,0600,,EX,48.5N,56.3W,45,-999,48.5,-56.3
AL041898,UNNAMED,18980920,1200,,EX,52.0N,54.1W,40,-999,52.0,-54.1
AL051898,UNNAMED,18980912,0600,,TS,12.9N,79.1W,50,-999,12.9,-79.1
AL051898,UNNAMED,18980912,1200,,TS,13.2N,79.5W,50,-999,13.2,-79.5
AL051898,UNNAMED,18980912,1800,,TS,13.5N,79.7W,50,-999,13.5,-79.7
AL051898,UNNAMED,18980913,0000,,TS,13.8N,79.9W,50,-999,13.8,-79.9
AL051898,UNNAMED,18980913,0600,,TS,14.1N,80.2W,50,-999,14.1,-80.2
AL051898,UNNAMED,18980913,1200,,TS,14.4N,80.4W,50,-999,14.4,-80.4
AL051898,UNNAMED,18980913,1800,,TS,14.7N,80.7W,50,-999,14.7,-80.7
AL051898,UNNAMED,18980914,0000,,TS,14.9N,80.9W,50,-999,14.9,-80.9
AL051898,UNNAMED,18980914,0600,,TS,15.2N,81.2W,50,-999,15.2,-81.2
AL051898,UNNAMED,18980914,1200,,TS,15.4N,81.5W,50,-999,15.4,-81.5
AL051898,UNNAMED,18980914,1800,,TS,15.6N,81.8W,50,-999,15.6,-81.8
AL051898,UNNAMED,18980915,0000,,TS,15.9N,82.1W,50,-999,15.9,-82.1
AL051898,UNNAMED,18980915,0600,,TS,16.1N,82.5W,50,-999,16.1,-82.5
AL051898,UNNAMED,18980915,1200,,TS,16.3N,83.1W,50,-999,16.3,-83.1
AL051898,UNNAMED,18980915,1800,,TS,16.6N,84.0W,50,-999,16.6,-84.0
AL051898,UNNAMED,18980916,0000,,TS,16.9N,85.1W,50,-999,16.9,-85.1
AL051898,UNNAMED,18980916,0600,,TS,17.2N,86.3W,50,-999,17.2,-86.3
AL051898,UNNAMED,18980916,1200,,TS,17.6N,87.5W,50,-999,17.6,-87.5
AL051898,UNNAMED,18980916,1800,,TS,18.0N,88.7W,40,-999,18.0,-88.7
AL051898,UNNAMED,18980917,0000,,TS,18.5N,90.0W,35,-999,18.5,-90.0
AL051898,UNNAMED,18980917,0600,,TS,19.1N,91.3W,40,-999,19.1,-91.3
AL051898,UNNAMED,18980917,1200,,TS,19.9N,92.4W,40,-999,19.9,-92.4
AL051898,UNNAMED,18980917,1800,,TS,20.8N,93.2W,45,-999,20.8,-93.2
AL051898,UNNAMED,18980918,0000,,TS,21.7N,93.6W,45,-999,21.7,-93.6
AL051898,UNNAMED,18980918,0600,,TS,22.5N,93.8W,50,-999,22.5,-93.8
AL051898,UNNAMED,18980918,1200,,TS,23.4N,93.9W,50,-999,23.4,-93.9
AL051898,UNNAMED,18980918,1800,,TS,24.3N,93.9W,50,-999,24.3,-93.9
AL051898,UNNAMED,18980919,0000,,TS,25.2N,93.9W,50,-999,25.2,-93.9
AL051898,UNNAMED,18980919,0600,,TS,26.0N,93.8W,50,-999,26.0,-93.8
AL051898,UNNAMED,18980919,1200,,TS,26.9N,93.7W,50,-999,26.9,-93.7
AL051898,UNNAMED,18980919,1800,,TS,27.7N,93.5W,50,-999,27.7,-93.5
AL051898,UNNAMED,18980920,0000,,TS,28.4N,93.3W,50,-999,28.4,-93.3
AL051898,UNNAMED,18980920,0600,,TS,29.1N,93.0W,50,-999,29.1,-93.0
AL051898,UNNAMED,18980920,1100,L,TS,29.6N,92.8W,50,-999,29.6,-92.8
AL051898,UNNAMED,18980920,1200,,TS,29.8N,92.8W,45,-999,29.8,-92.8
AL051898,UNNAMED,18980920,1800,,TS,30.5N,92.5W,40,-999,30.5,-92.5
AL051898,UNNAMED,18980921,0000,,TS,31.3N,92.3W,35,-999,31.3,-92.3
AL051898,UNNAMED,18980921,0600,,TS,32.0N,92.0W,35,-999,32.0,-92.0
AL051898,UNNAMED,18980921,1200,,TD,32.7N,91.7W,30,-999,32.7,-91.7
AL051898,UNNAMED,18980921,1800,,TD,33.9N,91.3W,30,-999,33.9,-91.3
AL051898,UNNAMED,18980922,0000,,TD,35.8N,91.0W,30,-999,35.8,-91.0
AL051898,UNNAMED,18980922,0600,,TD,38.0N,90.5W,25,-999,38.0,-90.5
AL051898,UNNAMED,18980922,1200,,TD,39.9N,90.0W,25,-999,39.9,-90.0
AL061898,UNNAMED,18980920,1200,,TS,11.0N,79.8W,50,-999,11.0,-79.8
AL061898,UNNAMED,18980920,1800,,TS,12.1N,80.6W,50,-999,12.1,-80.6
AL061898,UNNAMED,18980921,0000,,TS,13.1N,81.3W,50,-999,13.1,-81.3
AL061898,UNNAMED,18980921,0600,,TS,14.0N,82.0W,50,-999,14.0,-82.0
AL061898,UNNAMED,18980921,1200,,TS,14.8N,82.6W,50,-999,14.8,-82.6
AL061898,UNNAMED,18980921,1800,,TS,15.4N,83.1W,50,-999,15.4,-83.1
AL061898,UNNAMED,18980922,0000,,TS,16.1N,83.5W,50,-999,16.1,-83.5
AL061898,UNNAMED,18980922,0600,,TS,16.7N,84.0W,50,-999,16.7,-84.0
AL061898,UNNAMED,18980922,1200,,TS,17.3N,84.5W,50,-999,17.3,-84.5
AL061898,UNNAMED,18980922,1800,,TS,18.0N,85.1W,50,-999,18.0,-85.1
AL061898,UNNAMED,18980923,0000,,TS,18.7N,85.7W,50,-999,18.7,-85.7
AL061898,UNNAMED,18980923,0600,,TS,19.4N,86.3W,50,-999,19.4,-86.3
AL061898,UNNAMED,18980923,1200,,TS,20.0N,86.9W,50,-999,20.0,-86.9
AL061898,UNNAMED,18980923,1800,,TS,20.5N,87.5W,40,-999,20.5,-87.5
AL061898,UNNAMED,18980924,0000,,TS,21.0N,88.1W,35,-999,21.0,-88.1
AL061898,UNNAMED,18980924,0600,,TS,21.4N,88.6W,35,-999,21.4,-88.6
AL061898,UNNAMED,18980924,1200,,TS,21.8N,89.2W,40,-999,21.8,-89.2
AL061898,UNNAMED,18980924,1800,,TS,22.2N,89.7W,40,-999,22.2,-89.7
AL061898,UNNAMED,18980925,0000,,TS,22.5N,90.2W,45,-999,22.5,-90.2
AL061898,UNNAMED,18980925,0600,,TS,22.9N,90.7W,50,-999,22.9,-90.7
AL061898,UNNAMED,18980925,1200,,TS,23.3N,91.2W,50,-999,23.3,-91.2
AL061898,UNNAMED,18980925,1800,,TS,23.7N,91.8W,50,-999,23.7,-91.8
AL061898,UNNAMED,18980926,0000,,TS,24.1N,92.4W,50,-999,24.1,-92.4
AL061898,UNNAMED,18980926,0600,,TS,24.5N,93.1W,50,-999,24.5,-93.1
AL061898,UNNAMED,18980926,1200,,TS,25.0N,93.7W,50,-999,25.0,-93.7
AL061898,UNNAMED,18980926,1800,,TS,25.5N,94.2W,50,-999,25.5,-94.2
AL061898,UNNAMED,18980927,0000,,TS,26.1N,94.5W,50,-999,26.1,-94.5
AL061898,UNNAMED,18980927,0600,,TS,26.7N,94.7W,50,-999,26.7,-94.7
AL061898,UNNAMED,18980927,1200,,TS,27.3N,94.8W,50,-999,27.3,-94.8
AL061898,UNNAMED,18980927,1800,,TS,27.9N,94.9W,50,-999,27.9,-94.9
AL061898,UNNAMED,18980928,0000,,TS,28.6N,94.8W,50,-999,28.6,-94.8
AL061898,UNNAMED,18980928,0600,,TS,29.3N,94.7W,50,-999,29.3,-94.7
AL061898,UNNAMED,18980928,0700,L,TS,29.4N,94.7W,50,-999,29.4,-94.7
AL061898,UNNAMED,18980928,1200,,TS,30.0N,94.5W,40,-999,30.0,-94.5
AL061898,UNNAMED,18980928,1800,,TD,30.9N,94.4W,30,-999,30.9,-94.4
AL071898,UNNAMED,18980925,0000,,TS,16.2N,58.3W,35,-999,16.2,-58.3
AL071898,UNNAMED,18980925,0600,,TS,16.6N,58.7W,40,-999,16.6,-58.7
AL071898,UNNAMED,18980925,1200,,TS,17.1N,59.2W,40,-999,17.1,-59.2
AL071898,UNNAMED,18980925,1800,,TS,17.7N,59.8W,45,-999,17.7,-59.8
AL071898,UNNAMED,18980926,0000,,TS,18.4N,60.8W,50,-999,18.4,-60.8
AL071898,UNNAMED,18980926,0600,,TS,19.1N,61.7W,60,-999,19.1,-61.7
AL071898,UNNAMED,18980926,1200,,HU,19.7N,62.5W,65,-999,19.7,-62.5
AL071898,UNNAMED,18980926,1800,,HU,20.5N,63.4W,65,-999,20.5,-63.4
AL071898,UNNAMED,18980927,0000,,HU,21.3N,64.3W,65,-999,21.3,-64.3
AL071898,UNNAMED,18980927,0600,,HU,21.9N,65.1W,70,-999,21.9,-65.1
AL071898,UNNAMED,18980927,1200,,HU,22.5N,66.0W,75,-999,22.5,-66.0
AL071898,UNNAMED,18980927,1800,,HU,23.2N,67.0W,80,977,23.2,-67.0
AL071898,UNNAMED,18980928,0000,,HU,23.7N,67.8W,85,-999,23.7,-67.8
AL071898,UNNAMED,18980928,0600,,HU,24.4N,68.9W,90,-999,24.4,-68.9
AL071898,UNNAMED,18980928,1200,,HU,25.0N,70.0W,95,-999,25.0,-70.0
AL071898,UNNAMED,18980928,1800,,HU,25.4N,70.6W,95,-999,25.4,-70.6
AL071898,UNNAMED,18980929,0000,,HU,25.8N,71.2W,95,-999,25.8,-71.2
AL071898,UNNAMED,18980929,0600,,HU,26.2N,71.9W,95,-999,26.2,-71.9
AL071898,UNNAMED,18980929,1200,,HU,26.5N,72.5W,95,-999,26.5,-72.5
AL071898,UNNAMED,18980929,1800,,HU,26.8N,73.0W,95,-999,26.8,-73.0
AL071898,UNNAMED,18980930,0000,,HU,27.1N,73.5W,95,-999,27.1,-73.5
AL071898,UNNAMED,18980930,0600,,HU,27.2N,73.9W,95,-999,27.2,-73.9
AL071898,UNNAMED,18980930,1200,,HU,27.5N,74.5W,95,-999,27.5,-74.5
AL071898,UNNAMED,18980930,1800,,HU,27.9N,75.2W,95,-999,27.9,-75.2
AL071898,UNNAMED,18981001,0000,,HU,28.3N,75.9W,95,-999,28.3,-75.9
AL071898,UNNAMED,18981001,0600,,HU,28.7N,76.6W,100,-999,28.7,-76.6
AL071898,UNNAMED,18981001,1200,,HU,29.0N,77.3W,105,-999,29.0,-77.3
AL071898,UNNAMED,18981001,1800,,HU,29.3N,78.0W,110,-999,29.3,-78.0
AL071898,UNNAMED,18981002,0000,,HU,29.6N,78.7W,115,-999,29.6,-78.7
AL071898,UNNAMED,18981002,0600,,HU,29.9N,79.6W,115,-999,29.9,-79.6
AL071898,UNNAMED,18981002,1200,,HU,30.4N,80.6W,115,938,30.4,-80.6
AL071898,UNNAMED,18981002,1600,L,HU,30.9N,81.4W,115,938,30.9,-81.4
AL071898,UNNAMED,18981002,1800,,HU,31.1N,81.8W,90,-999,31.1,-81.8
AL071898,UNNAMED,18981003,0000,,HU,31.9N,83.1W,65,-999,31.9,-83.1
AL071898,UNNAMED,18981003,0600,,TS,32.7N,84.2W,45,-999,32.7,-84.2
AL071898,UNNAMED,18981003,1200,,TS,33.5N,85.2W,35,-999,33.5,-85.2
AL071898,UNNAMED,18981003,1800,,TD,34.3N,86.1W,30,-999,34.3,-86.1
AL071898,UNNAMED,18981004,0000,,TD,35.2N,86.9W,30,-999,35.2,-86.9
AL071898,UNNAMED,18981004,0600,,TD,36.4N,87.5W,30,-999,36.4,-87.5
AL071898,UNNAMED,18981004,1200,,TD,37.6N,87.9W,30,-999,37.6,-87.9
AL071898,UNNAMED,18981004,1800,,TD,39.1N,87.6W,30,-999,39.1,-87.6
AL071898,UNNAMED,18981005,0000,,TD,41.0N,86.2W,25,-999,41.0,-86.2
AL071898,UNNAMED,18981005,0600,,TD,42.9N,83.8W,25,-999,42.9,-83.8
AL071898,UNNAMED,18981005,1200,,TD,44.5N,80.8W,25,-999,44.5,-80.8
AL071898,UNNAMED,18981005,1800,,TD,45.6N,77.0W,25,-999,45.6,-77.0
AL071898,UNNAMED,18981006,0000,,TD,46.4N,72.0W,25,-999,46.4,-72.0
AL071898,UNNAMED,18981006,0600,,TD,46.8N,65.8W,25,-999,46.8,-65.8
AL071898,UNNAMED,18981006,1200,,TD,47.0N,58.8W,25,-999,47.0,-58.8
AL071898,UNNAMED,18981006,1800,,TD,48.0N,52.8W,25,-999,48.0,-52.8
AL081898,UNNAMED,18980925,1800,,TD,20.5N,84.5W,30,-999,20.5,-84.5
AL081898,UNNAMED,18980926,0000,,TD,21.0N,84.0W,30,-999,21.0,-84.0
AL081898,UNNAMED,18980926,0600,,TD,21.7N,83.3W,30,-999,21.7,-83.3
AL081898,UNNAMED,18980926,1200,,TD,22.5N,82.5W,30,1008,22.5,-82.5
AL081898,UNNAMED,18980926,1800,,TD,23.5N,81.3W,30,-999,23.5,-81.3
AL081898,UNNAMED,18980927,0000,,TS,24.5N,80.0W,35,-999,24.5,-80.0
AL081898,UNNAMED,18980927,0600,,TS,25.5N,79.0W,40,-999,25.5,-79.0
AL081898,UNNAMED,18980927,1200,,TS,26.5N,78.0W,45,-999,26.5,-78.0
AL081898,UNNAMED,18980927,1800,,TS,27.0N,77.2W,45,-999,27.0,-77.2
AL081898,UNNAMED,18980928,0000,,TS,27.5N,76.4W,45,-999,27.5,-76.4
AL081898,UNNAMED,18980928,0600,,TS,28.0N,75.7W,40,-999,28.0,-75.7
AL081898,UNNAMED,18980928,1200,,TS,28.5N,75.0W,35,-999,28.5,-75.0
AL081898,UNNAMED,18980928,1800,,TS,28.7N,74.8W,35,-999,28.7,-74.8
AL091898,UNNAMED,18981002,0600,,TS,11.4N,57.7W,50,-999,11.4,-57.7
AL091898,UNNAMED,18981002,1200,,TS,11.7N,58.3W,50,-999,11.7,-58.3
AL091898,UNNAMED,18981002,1800,,TS,12.0N,58.8W,50,-999,12.0,-58.8
AL091898,UNNAMED,18981003,0000,,TS,12.3N,59.5W,50,-999,12.3,-59.5
AL091898,UNNAMED,18981003,0600,,TS,12.7N,60.2W,50,-999,12.7,-60.2
AL091898,UNNAMED,18981003,1200,,TS,13.0N,61.2W,50,-999,13.0,-61.2
AL091898,UNNAMED,18981003,1800,,TS,13.3N,62.3W,50,-999,13.3,-62.3
AL091898,UNNAMED,18981004,0000,,TS,13.7N,63.4W,50,-999,13.7,-63.4
AL091898,UNNAMED,18981004,0600,,TS,14.1N,64.6W,50,-999,14.1,-64.6
AL091898,UNNAMED,18981004,1200,,TS,14.4N,65.7W,50,-999,14.4,-65.7
AL091898,UNNAMED,18981004,1800,,TS,14.7N,66.9W,50,-999,14.7,-66.9
AL091898,UNNAMED,18981005,0000,,TS,14.9N,68.1W,50,-999,14.9,-68.1
AL091898,UNNAMED,18981005,0600,,TS,15.1N,69.2W,50,-999,15.1,-69.2
AL091898,UNNAMED,18981005,1200,,TS,15.3N,70.3W,50,-999,15.3,-70.3
AL091898,UNNAMED,18981005,1800,,TS,15.6N,71.3W,50,-999,15.6,-71.3
AL091898,UNNAMED,18981006,0000,,TS,15.8N,72.3W,50,-999,15.8,-72.3
AL091898,UNNAMED,18981006,0600,,TS,15.9N,73.2W,50,-999,15.9,-73.2
AL091898,UNNAMED,18981006,1200,,TS,16.1N,74.2W,50,-999,16.1,-74.2
AL091898,UNNAMED,18981006,1800,,TS,16.2N,75.2W,50,-999,16.2,-75.2
AL091898,UNNAMED,18981007,0000,,TS,16.3N,76.0W,50,-999,16.3,-76.0
AL091898,UNNAMED,18981007,0600,,TS,16.4N,76.8W,50,-999,16.4,-76.8
AL091898,UNNAMED,18981007,1200,,TS,16.7N,77.7W,50,-999,16.7,-77.7
AL091898,UNNAMED,18981007,1800,,TS,17.0N,78.3W,50,-999,17.0,-78.3
AL091898,UNNAMED,18981008,0000,,TS,17.4N,78.9W,50,-999,17.4,-78.9
AL091898,UNNAMED,18981008,0600,,TS,17.8N,79.5W,50,-999,17.8,-79.5
AL091898,UNNAMED,18981008,1200,,TS,18.3N,80.0W,50,-999,18.3,-80.0
AL091898,UNNAMED,18981008,1800,,TS,18.6N,80.4W,50,-999,18.6,-80.4
AL091898,UNNAMED,18981009,0000,,TS,19.1N,80.9W,50,-999,19.1,-80.9
AL091898,UNNAMED,18981009,0600,,TS,19.7N,81.3W,50,-999,19.7,-81.3
AL091898,UNNAMED,18981009,1200,,TS,20.3N,81.7W,50,-999,20.3,-81.7
AL091898,UNNAMED,18981009,1800,,TS,20.7N,81.9W,50,-999,20.7,-81.9
AL091898,UNNAMED,18981010,0000,,TS,21.2N,82.1W,50,-999,21.2,-82.1
AL091898,UNNAMED,18981010,0600,,TS,21.7N,82.2W,50,-999,21.7,-82.2
AL091898,UNNAMED,18981010,1200,,TS,22.3N,82.2W,50,-999,22.3,-82.2
AL091898,UNNAMED,18981010,1800,,TS,22.9N,82.1W,45,-999,22.9,-82.1
AL091898,UNNAMED,18981011,0000,,TS,23.4N,81.6W,50,-999,23.4,-81.6
AL091898,UNNAMED,18981011,0600,,TS,23.9N,80.8W,55,-999,23.9,-80.8
AL091898,UNNAMED,18981011,1200,,TS,24.5N,80.0W,60,-999,24.5,-80.0
AL091898,UNNAMED,18981011,1800,,TS,26.0N,79.2W,60,-999,26.0,-79.2
AL091898,UNNAMED,18981012,0000,,TS,27.9N,78.0W,60,-999,27.9,-78.0
AL091898,UNNAMED,18981012,0600,,TS,29.2N,76.7W,60,-999,29.2,-76.7
AL091898,UNNAMED,18981012,1200,,TS,30.5N,75.3W,55,-999,30.5,-75.3
AL091898,UNNAMED,18981012,1800,,TS,31.8N,73.5W,50,-999,31.8,-73.5
AL091898,UNNAMED,18981013,0000,,TS,33.4N,71.4W,50,-999,33.4,-71.4
AL091898,UNNAMED,18981013,0600,,TS,34.1N,69.8W,50,-999,34.1,-69.8
AL091898,UNNAMED,18981013,1200,,TS,34.7N,68.2W,50,-999,34.7,-68.2
AL091898,UNNAMED,18981013,1800,,TS,35.1N,66.7W,50,-999,35.1,-66.7
AL091898,UNNAMED,18981014,0000,,TS,35.4N,65.3W,50,-999,35.4,-65.3
AL091898,UNNAMED,18981014,0600,,TS,35.8N,63.9W,50,-999,35.8,-63.9
AL091898,UNNAMED,18981014,1200,,TS,36.2N,62.7W,50,-999,36.2,-62.7
AL091898,UNNAMED,18981014,1800,,TS,37.2N,61.6W,50,-999,37.2,-61.6
AL101898,UNNAMED,18981021,0000,,TS,18.5N,85.8W,35,-999,18.5,-85.8
AL101898,UNNAMED,18981021,0600,,TS,19.0N,85.6W,35,-999,19.0,-85.6
AL101898,UNNAMED,18981021,1200,,TS,19.5N,85.3W,35,-999,19.5,-85.3
AL101898,UNNAMED,18981021,1800,,TS,20.0N,85.0W,35,-999,20.0,-85.0
AL101898,UNNAMED,18981022,0000,,TS,20.6N,84.7W,40,-999,20.6,-84.7
AL101898,UNNAMED,18981022,0600,,TS,21.1N,84.3W,40,-999,21.1,-84.3
AL101898,UNNAMED,18981022,1200,,TS,21.8N,83.7W,40,-999,21.8,-83.7
AL101898,UNNAMED,18981022,1800,,TS,22.6N,82.8W,40,-999,22.6,-82.8
AL101898,UNNAMED,18981023,0000,,TS,23.5N,81.6W,35,-999,23.5,-81.6
AL101898,UNNAMED,18981023,0600,,TS,24.2N,80.4W,40,-999,24.2,-80.4
AL101898,UNNAMED,18981023,1200,,EX,25.0N,79.0W,35,-999,25.0,-79.0
AL101898,UNNAMED,18981023,1800,,EX,26.3N,76.9W,35,-999,26.3,-76.9
AL111898,UNNAMED,18981027,0600,,TS,17.9N,61.2W,50,-999,17.9,-61.2
AL111898,UNNAMED,18981027,1200,,TS,17.7N,62.6W,50,-999,17.7,-62.6
AL111898,UNNAMED,18981027,1800,,TS,17.6N,63.7W,50,-999,17.6,-63.7
AL111898,UNNAMED,18981028,0000,,TS,17.5N,64.8W,50,-999,17.5,-64.8
AL111898,UNNAMED,18981028,0600,,TS,17.4N,65.9W,50,-999,17.4,-65.9
AL111898,UNNAMED,18981028,1200,,TS,17.4N,67.0W,50,-999,17.4,-67.0
AL111898,UNNAMED,18981028,1800,,TS,17.4N,68.1W,50,-999,17.4,-68.1
AL111898,UNNAMED,18981029,0000,,TS,17.4N,69.2W,50,-999,17.4,-69.2
AL111898,UNNAMED,18981029,0600,,TS,17.4N,70.3W,50,-999,17.4,-70.3
AL111898,UNNAMED,18981029,1200,,TS,17.4N,71.3W,50,-999,17.4,-71.3
AL111898,UNNAMED,18981029,1800,,TS,17.4N,72.3W,50,-999,17.4,-72.3
AL111898,UNNAMED,18981030,0000,,TS,17.4N,73.2W,50,-999,17.4,-73.2
AL111898,UNNAMED,18981030,0600,,TS,17.4N,74.1W,50,-999,17.4,-74.1
AL111898,UNNAMED,18981030,1200,,TS,17.4N,74.9W,50,-999,17.4,-74.9
AL111898,UNNAMED,18981030,1800,,TS,17.4N,75.7W,50,-999,17.4,-75.7
AL111898,UNNAMED,18981031,0000,,TS,17.4N,76.6W,50,-999,17.4,-76.6
AL111898,UNNAMED,18981031,0600,,TS,17.4N,77.4W,50,-999,17.4,-77.4
AL111898,UNNAMED,18981031,1200,,TS,17.4N,78.2W,50,-999,17.4,-78.2
AL111898,UNNAMED,18981031,1800,,TS,17.4N,79.1W,50,-999,17.4,-79.1
AL111898,UNNAMED,18981101,0000,,TS,17.5N,80.0W,50,-999,17.5,-80.0
AL111898,UNNAMED,18981101,0600,,TS,17.6N,80.8W,50,-999,17.6,-80.8
AL111898,UNNAMED,18981101,1200,,TS,17.7N,81.7W,50,-999,17.7,-81.7
AL111898,UNNAMED,18981101,1800,,TS,17.7N,82.4W,50,-999,17.7,-82.4
AL111898,UNNAMED,18981102,0000,,TS,17.7N,83.0W,50,-999,17.7,-83.0
AL111898,UNNAMED,18981102,0600,,TS,17.8N,83.6W,50,-999,17.8,-83.6
AL111898,UNNAMED,18981102,1200,,TS,17.8N,84.3W,50,-999,17.8,-84.3
AL111898,UNNAMED,18981102,1800,,TS,17.9N,85.1W,50,-999,17.9,-85.1
AL111898,UNNAMED,18981103,0000,,TS,18.0N,85.9W,50,-999,18.0,-85.9
AL111898,UNNAMED,18981103,0600,,TS,18.0N,86.8W,50,-999,18.0,-86.8
AL111898,UNNAMED,18981103,1200,,TS,18.1N,87.8W,40,-999,18.1,-87.8
AL111898,UNNAMED,18981103,1800,,TS,18.1N,88.9W,35,-999,18.1,-88.9
